batch_name,sample_name,remote_sample_name,remote_batch_name,remote_batch_id
,ERR4809187,5ca21ba9-fb94-4768-a469-c7b7f1318b60,sregfs,98c59531-f133-4ad6-a669-017fcfb1a8d9
